Rank	Gene	PredictionScore
1148	EZH1	0.338
1149	ZFYVE20	0.337
1150	BIRC6	0.337
1151	CIC	0.337
1152	PCF11	0.337
1153	FLRT1	0.337
1154	ZFP30	0.337
1155	LRRC16A	0.337
1156	ICA1L	0.337
1157	CADM1	0.337
1158	CYFIP2	0.337
1159	CHGB	0.337
1160	RAB3GAP2	0.337
1161	SEMA4F	0.337
1162	TLE4	0.336
1163	UBE2O	0.336
1164	TTYH1	0.336
1165	RGS7	0.336
1166	BRSK2	0.336
1167	C1QTNF4	0.336
1168	ID4	0.336
1169	FAM168B	0.336
1170	KLHL28	0.335
1171	LANCL3	0.335
1172	ARHGAP26	0.335
1173	NIPA1	0.335
1174	COCH	0.335
1175	MGAT5B	0.335
1176	PDZRN4	0.335
1177	GRIK5	0.335
1178	CHM	0.335
1179	CDK8	0.335
1180	CSGALNACT1	0.335
1181	INO80D	0.335
1182	HNRNPU	0.335
1183	SETD1B	0.335
1184	KCNQ3	0.335
1185	MPHOSPH8	0.334
1186	MCTP1	0.334
1187	FAM178A	0.334
1188	ZBTB41	0.334
1189	CAMK1G	0.334
1190	MAGI3	0.334
1191	MTMR1	0.334
1192	POU3F1	0.333
1193	CDK5R2	0.333
1194	ILDR2	0.333
1195	PFKP	0.333
1196	RGS8	0.333
1197	TRPM7	0.333
1198	APPBP2	0.333
1199	MPP3	0.333
1200	CCAR1	0.333
1201	PDE1A	0.333
1202	RNF112	0.332
1203	JARID2	0.332
1204	GPRASP1	0.332
1205	KIAA1715	0.332
1206	C10ORF137	0.332
1207	NAP1L3	0.332
1208	NPAS4	0.332
1209	TIAL1	0.332
1210	SBK1	0.332
1211	MTUS2	0.332
1212	B4GALNT4	0.332
1213	FAM63B	0.331
1214	CCDC112	0.331
1215	PTPRZ1	0.331
1216	GNG2	0.331
1217	ZER1	0.331
1218	TUB	0.331
1219	G2E3	0.331
1220	WNK2	0.331
1221	PURA	0.331
1222	RBM39	0.331
1223	DISP2	0.331
1224	MATR3	0.331
1225	TMEM130	0.331
1226	FCHO2	0.331
1227	EXOC6B	0.331
1228	FBXO21	0.331
1229	RNFT2	0.331
1230	TAF2	0.331
1231	UBE2QL1	0.331
1232	SLC7A8	0.33
1233	REEP1	0.33
1234	ITPR1	0.33
1235	ALS2	0.33
1236	PHF6	0.33
1237	STK32C	0.33
1238	KCNIP4	0.33
1239	PBRM1	0.33
1240	KDM4B	0.33
1241	NELL2	0.33
1242	SOX6	0.33
1243	NAP1L2	0.329
1244	ZNF616	0.329
1245	SNX30	0.329
1246	TPP2	0.329
1247	ZBTB4	0.329
1248	RSPRY1	0.329
1249	NCAM1	0.329
1250	CPEB1	0.328
1251	PPP1R13B	0.328
1252	SEC24B	0.328
1253	SLC36A4	0.328
1254	CDK13	0.328
1255	PHC3	0.328
1256	NPY	0.328
1257	NAA30	0.328
1258	RMND5A	0.328
1259	TPR	0.328
1260	GMCL1	0.328
1261	CPNE5	0.327
1262	COL4A3BP	0.327
1263	NFIA	0.327
1264	PHF17	0.327
1265	CCNY	0.327
1266	CSNK1A1	0.327
1267	DPP6	0.327
1268	TMF1	0.327
1269	POU3F3	0.326
1270	PTN	0.326
1271	SCYL2	0.326
1272	PTPN4	0.326
1273	LRCH2	0.326
1274	PPP1R21	0.326
1275	PKNOX2	0.326
1276	TSPYL1	0.326
1277	KBTBD7	0.326
1278	SRPK2	0.326
1279	LRRTM3	0.326
1280	CPE	0.325
1281	CSMD1	0.325
1282	TRIO	0.325
1283	KCNA6	0.325
1284	NGEF	0.325
1285	SCG3	0.325
1286	ATXN7L3B	0.325
1287	CLCN4	0.324
1288	SETBP1	0.324
1289	ALCAM	0.324
1290	TSC22D1	0.324
1291	TMEM35	0.324
1292	B4GALNT1	0.324
1293	LRRTM1	0.324
1294	FBXW11	0.324
1295	SLCO1C1	0.324
1296	PPFIA3	0.324
1297	PKP4	0.324
1298	POU6F1	0.324
1299	NRSN1	0.323
1300	ICK	0.323
1301	PRKAR2B	0.323
1302	PLEKHM3	0.323
1303	LSM11	0.323
1304	ANKRD28	0.323
1305	ATCAY	0.323
1306	CNNM1	0.323
1307	SLITRK3	0.323
1308	TRAPPC8	0.323
1309	FGFR1OP2	0.322
1310	ACVR2A	0.322
1311	PNOC	0.322
1312	OSBPL6	0.322
1313	ZDHHC23	0.322
1314	DDX50	0.322
1315	ASAP1	0.322
1316	CBX5	0.322
1317	DCAF5	0.322
1318	NRIP3	0.321
1319	CHD3	0.321
1320	MAP4K3	0.321
1321	PALM2	0.321
1322	ANKRD34A	0.321
1323	DGKG	0.321
1324	ZNF180	0.321
1325	KDM2B	0.321
1326	MSANTD2	0.321
1327	SHISA7	0.321
1328	GALNT9	0.321
1329	WDR26	0.321
1330	SETD2	0.321
1331	WDR82	0.321
1332	PHF12	0.321
1333	ABCC5	0.321
1334	SOX11	0.321
1335	MAGEL2	0.32
1336	SRRM3	0.32
1337	CNRIP1	0.32
1338	RLBP1	0.32
1339	NEGR1	0.32
1340	KCNJ9	0.32
1341	BMPR2	0.32
1342	SLC25A23	0.32
1343	FBXL3	0.32
1344	UBN1	0.32
1345	STXBP6	0.319
1346	ACAP3	0.319
1347	ELMO1	0.319
1348	DOK4	0.319
1349	AMMECR1L	0.319
1350	RLF	0.319
1351	EFNB2	0.319
1352	AP3M2	0.319
1353	DLG5	0.319
1354	PIK3R3	0.319
1355	PNMA2	0.319
1356	KCTD1	0.319
1357	SLC2A3	0.319
1358	CSNK1G3	0.318
1359	PEX5L	0.318
1360	DIDO1	0.318
1361	SLC32A1	0.318
1362	AP3S1	0.318
1363	SOX5	0.318
1364	ABL2	0.317
1365	GCC2	0.317
1366	ZBTB11	0.317
1367	SERPINI1	0.317
1368	7-Mar	0.317
1369	FAM73A	0.317
1370	BDNF	0.317
1371	PCDHGA12	0.317
1372	HS3ST2	0.316
1373	HSPA12A	0.316
1374	HECW2	0.316
1375	ATP1B1	0.316
1376	MKL2	0.316
1377	TERF2	0.316
1378	RAP1GAP2	0.316
1379	CASD1	0.316
1380	NLN	0.316
1381	CXXC4	0.316
1382	EHMT1	0.315
1383	RABEP1	0.315
1384	MTPN	0.315
1385	ATP11B	0.315
1386	SLC22A23	0.315
1387	EPB41	0.315
1388	ZFP37	0.315
1389	CRTAC1	0.315
1390	LRRN3	0.315
1391	TACC2	0.314
1392	PVRL3	0.314
1393	GAD1	0.314
1394	KCNH1	0.313
1395	ATXN7L3	0.313
1396	DPYSL5	0.313
1397	SMARCC1	0.313
1398	MTMR7	0.313
1399	PPM1B	0.313
1400	GLCE	0.313
1401	LRRC7	0.312
1402	ST7	0.312
1403	KIAA0513	0.312
1404	RALGPS1	0.312
1405	LPPR3	0.312
1406	ELAVL4	0.312
1407	FMNL2	0.312
1408	EPN2	0.312
1409	RASGEF1A	0.311
1410	TEF	0.311
1411	KATNAL1	0.311
1412	PIANP	0.311
1413	LSM14B	0.311
1414	EIF4ENIF1	0.311
1415	TNPO3	0.311
1416	MTSS1L	0.311
1417	PRMT8	0.311
1418	LHFPL4	0.311
1419	CDC5L	0.311
1420	RAI1	0.31
1421	RAB15	0.31
1422	CSNK1E	0.31
1423	WDFY3	0.31
1424	BAIAP2	0.31
1425	UBR1	0.31
1426	LRRN1	0.31
1427	SPTBN2	0.31
1428	PHF2	0.31
1429	PAIP1	0.31
1430	MAGEE1	0.31
1431	KDM4C	0.31
1432	STX16	0.31
1433	DSCAM	0.31
1434	MEGF11	0.31
1435	SPTBN4	0.31
1436	NRBP2	0.31
1437	PDZD4	0.31
1438	PCMTD2	0.31
1439	PDS5A	0.31
1440	BRD8	0.309
1441	POGK	0.309
1442	GLRA2	0.309
1443	IPO7	0.309
1444	RGS7BP	0.309
1445	ELOVL6	0.309
1446	DENND4A	0.309
1447	TMEM74	0.309
1448	ANO3	0.309
1449	SLC1A6	0.309
1450	LINGO2	0.309
1451	GRIN2A	0.308
1452	HES5	0.308
1453	MFSD6	0.308
1454	PAK6	0.308
1455	LYPD1	0.308
1456	AGAP1	0.308
1457	YPEL1	0.308
1458	SRCIN1	0.307
1459	LDOC1L	0.307
1460	NUP153	0.307
1461	LCORL	0.307
1462	PBX3	0.307
1463	BAI2	0.307
1464	NFYB	0.307
1465	MAST2	0.307
1466	DLGAP2	0.306
1467	GNG4	0.306
1468	RSRC2	0.306
1469	PCYT1B	0.306
1470	ZNF280C	0.306
1471	KCNIP1	0.306
1472	SLC4A4	0.306
1473	1-Mar	0.306
1474	THRAP3	0.306
1475	CLVS2	0.306
1476	CBLN4	0.306
1477	ESCO1	0.306
1478	NPAS2	0.306
1479	LNPEP	0.306
1480	ANO4	0.305
1481	ZMIZ2	0.305
1482	SYT7	0.305
1483	ARID4B	0.305
1484	NUDT11	0.305
1485	CHST15	0.305
1486	KCNJ10	0.305
1487	GPC5	0.305
1488	DDX3X	0.305
1489	MAPK6	0.305
1490	BCOR	0.305
1491	CNTN6	0.305
1492	TIA1	0.305
1493	ACAP2	0.305
1494	KDM3B	0.304
1495	RAB3GAP1	0.304
1496	DNAJC5	0.304
1497	SH2D5	0.304
1498	PRPF4B	0.304
1499	CRHBP	0.304
1500	SSTR2	0.304
1501	GOLGA1	0.304
1502	GREM2	0.304
1503	TBC1D14	0.304
1504	DCLK2	0.303
1505	MYT1	0.303
1506	BAG4	0.303
1507	SLC24A3	0.303
1508	PPM1H	0.303
1509	HS2ST1	0.303
1510	SLC1A4	0.303
1511	TNR	0.303
1512	PGBD5	0.303
1513	TAPT1	0.303
1514	BTBD10	0.303
1515	NAB1	0.303
1516	CNIH2	0.303
1517	HPCAL4	0.302
1518	MEF2D	0.302
1519	PTPN3	0.302
1520	AP2B1	0.302
1521	C1ORF95	0.302
1522	KHDRBS2	0.302
1523	APBA2	0.302
1524	CDH22	0.302
1525	BTBD11	0.302
1526	RBM24	0.302
1527	MLXIP	0.302
1528	NAA25	0.302
1529	PISD	0.302
1530	SEMA6B	0.301
1531	KLF12	0.301
1532	SMARCAD1	0.301
1533	HCFC1	0.301
1534	CHD4	0.301
1535	JAKMIP3	0.301
1536	ADCYAP1	0.301
1537	RNF152	0.301
1538	AFF3	0.301
1539	MAP4	0.301
1540	HP1BP3	0.301
1541	CNTNAP1	0.301
1542	IGSF21	0.301
1543	CTIF	0.301
1544	PRKX	0.301
1545	KLHL8	0.301
1546	DCLK3	0.3
1547	RFX3	0.3
1548	NPTX2	0.3
1549	SHANK3	0.3
1550	SPAST	0.3
1551	CACNB1	0.3
1552	HCN3	0.3
1553	SMCHD1	0.3
1554	SNCA	0.3
1555	KIAA1551	0.3
1556	PNMA1	0.3
1557	APC2	0.3
1558	KIF1A	0.3
1559	TTLL7	0.299
1560	KIAA1045	0.299
1561	KDM6A	0.299
1562	LSAMP	0.299
1563	AP3B2	0.299
1564	XPO7	0.299
1565	GRM8	0.299
1566	SPOCK3	0.299
1567	AVL9	0.299
1568	BDP1	0.299
1569	FRMPD4	0.299
1570	BEND6	0.299
1571	FAM8A1	0.299
1572	KRR1	0.298
1573	KLHL2	0.298
1574	REV3L	0.298
1575	NISCH	0.298
1576	PLEKHA6	0.298
1577	MTSS1	0.298
1578	NDFIP2	0.298
1579	AHCTF1	0.298
1580	NOS1AP	0.298
1581	CACNA2D2	0.298
1582	CTDSPL2	0.298
1583	MYO1B	0.297
1584	VAT1L	0.297
1585	CCRN4L	0.297
1586	TAF4	0.297
1587	AMPH	0.297
1588	SCN2B	0.297
1589	PIK3CB	0.297
1590	SNPH	0.297
1591	STXBP5L	0.297
1592	SSH2	0.297
1593	USP37	0.297
1594	TROVE2	0.297
1595	GFOD1	0.297
1596	ZNF260	0.297
1597	KCNMB4	0.296
1598	FAM172A	0.296
1599	KPNA3	0.296
1600	EVL	0.296
1601	XIAP	0.296
1602	UBE2H	0.296
1603	EPHX4	0.296
1604	FAM219A	0.296
1605	SON	0.296
1606	SFXN3	0.295
1607	ANKRD13C	0.295
1608	BAALC	0.295
1609	NTS	0.295
1610	ATP1A3	0.295
1611	AP4E1	0.295
1612	KDM6B	0.295
1613	TTBK1	0.295
1614	GPD2	0.295
1615	CLVS1	0.294
1616	TRPM3	0.294
1617	UBTD2	0.294
1618	IGSF3	0.294
1619	ZNF326	0.294
1620	PHYHIPL	0.294
1621	SLK	0.294
1622	SPECC1L	0.294
1623	PITPNC1	0.294
1624	MCF2	0.293
1625	SEZ6L2	0.293
1626	YPEL2	0.293
1627	PSD	0.293
1628	IRGQ	0.293
1629	PDE2A	0.293
1630	RPRD1A	0.293
1631	MAPKBP1	0.292
1632	SIDT1	0.292
1633	TSHZ2	0.292
1634	PTPRN2	0.292
1635	TSPAN13	0.292
1636	L1CAM	0.292
1637	INA	0.292
1638	IRF2BP2	0.292
1639	SLC8A2	0.292
1640	ZCCHC12	0.292
1641	VPS37A	0.292
1642	SORCS2	0.292
1643	MAPK4	0.292
1644	RNF165	0.292
1645	HNRNPR	0.292
1646	XKR6	0.292
1647	SRPK1	0.292
1648	PPARGC1A	0.292
1649	PCNXL2	0.292
1650	TRA2A	0.292
1651	RGAG4	0.292
1652	DBN1	0.291
1653	SIPA1L3	0.291
1654	SRRM4	0.291
1655	TSPYL4	0.291
1656	FUT8	0.291
1657	KHSRP	0.291
1658	PSD2	0.291
1659	DNER	0.291
1660	CSDC2	0.291
1661	CNOT7	0.291
1662	PCSK2	0.291
1663	RCOR3	0.29
1664	KHDRBS3	0.29
1665	DPYSL4	0.29
1666	RPGR	0.29
1667	TMEM8B	0.29
1668	KIAA1644	0.29
1669	CNOT2	0.29
1670	ATN1	0.29
1671	ZFP2	0.29
1672	TRIP11	0.29
1673	PNPLA6	0.29
1674	CACNG8	0.29
1675	GRAMD1B	0.29
1676	SPTAN1	0.29
1677	MED23	0.29
1678	ZZZ3	0.289
1679	PRKACB	0.289
1680	RANBP6	0.289
1681	RANBP2	0.289
1682	PPP6R3	0.289
1683	RTN4	0.289
1684	CBX4	0.289
1685	CDH4	0.289
1686	AMN1	0.289
1687	ELFN1	0.289
1688	MBOAT7	0.289
1689	NR2F2	0.289
1690	GPRIN1	0.288
1691	HIPK1	0.288
1692	JAZF1	0.288
1693	RASGEF1C	0.288
1694	CEP70	0.288
1695	CREBZF	0.288
1696	RPS6KL1	0.288
1697	PHLPP2	0.288
1698	LYPD6B	0.288
1699	EPT1	0.288
1700	RGMA	0.288
1701	AKAP10	0.288
1702	ANGEL2	0.288
1703	ETV5	0.288
1704	RNGTT	0.287
1705	RNF170	0.287
1706	UBR2	0.287
1707	FAM57B	0.287
1708	LANCL2	0.287
1709	ARHGAP44	0.287
1710	MLLT11	0.287
1711	MAFG	0.287
1712	SYN1	0.287
1713	FBRSL1	0.287
1714	PLAA	0.287
1715	ASPHD2	0.287
1716	HMGCS1	0.287
1717	UBASH3B	0.287
1718	BAHCC1	0.286
1719	GPSM1	0.286
1720	DPYSL3	0.286
1721	PRR18	0.286
1722	KDM2A	0.286
1723	KHDRBS1	0.285
1724	NANOS1	0.285
1725	FAM49B	0.285
1726	SVOP	0.285
1727	SHISA6	0.285
1728	WDR48	0.285
1729	GRAMD4	0.285
1730	ZC4H2	0.285
1731	CPT1C	0.285
1732	NSD1	0.285
1733	CIT	0.285
1734	BBS7	0.285
1735	PPP2R3A	0.285
1736	TRIP12	0.285
1737	STYK1	0.285
1738	SLC25A22	0.285
1739	DYRK1A	0.285
1740	UHRF2	0.285
1741	CAB39	0.284
1742	RBM27	0.284
1743	SNAP25	0.284
1744	FBXL19	0.284
1745	FOXJ2	0.284
1746	SLC17A7	0.284
1747	NBEAL1	0.284
1748	EXT1	0.284
1749	GALNT13	0.284
1750	FBXO41	0.284
1751	SHISA9	0.284
1752	GAS7	0.284
1753	KALRN	0.284
1754	ZBTB6	0.284
1755	CHRNA7	0.284
1756	DPYSL2	0.283
1757	MANEAL	0.283
1758	KCNIP3	0.283
1759	DLX2	0.283
1760	YWHAG	0.283
1761	OPRL1	0.283
1762	AK5	0.283
1763	ATRN	0.283
1764	LGI1	0.283
1765	DIP2B	0.283
1766	OR10K2	0.283
1767	ATAT1	0.282
1768	NCS1	0.282
1769	OLFM3	0.282
1770	OLIG2	0.282
1771	PPP2R2C	0.282
1772	PNMAL1	0.282
1773	FAM214A	0.282
1774	UBE2K	0.282
1775	MPPED1	0.282
1776	ABCA5	0.282
1777	CHN2	0.281
1778	ZNF624	0.281
1779	EMX2	0.281
1780	CELF3	0.281
1781	BCR	0.28
1782	ATP6V0A1	0.28
1783	FAM135A	0.28
1784	STK38L	0.28
1785	PRDM8	0.28
1786	ZC3H6	0.28
1787	SORL1	0.28
1788	ZNF423	0.28
1789	PIK3CA	0.28
1790	RASGRF2	0.28
1791	VIP	0.279
1792	AJAP1	0.279
1793	SLC7A6	0.279
1794	OSBPL1A	0.279
1795	DDX46	0.279
1796	DDHD2	0.279
1797	SRSF7	0.279
1798	PPP4R4	0.279
1799	ACSL6	0.279
1800	SALL2	0.279
1801	FBXL2	0.279
1802	GAP43	0.278
1803	EPB41L2	0.278
1804	ZFP1	0.278
1805	NECAB2	0.278
1806	CNST	0.278
1807	ANKHD1-EIF4EBP3	0.278
1808	SPOPL	0.278
1809	UBQLN4	0.278
1810	ZNF362	0.278
1811	SGTB	0.278
1812	QKI	0.278
1813	SF1	0.278
1814	LAMP5	0.278
1815	FAM69A	0.278
1816	STYX	0.278
1817	SNX32	0.278
1818	CCNL2	0.278
1819	MFHAS1	0.278
1820	NIN	0.278
1821	SEC61A2	0.277
1822	11-Mar	0.277
1823	GRASP	0.277
1824	UBXN7	0.277
1825	LIN7C	0.277
1826	FOXP2	0.277
1827	C1QL3	0.277
1828	SMG7	0.277
1829	DNAJB5	0.277
1830	GIGYF2	0.277
1831	GON4L	0.277
1832	CD99L2	0.277
1833	FNDC3A	0.277
1834	KPNA4	0.277
1835	GARNL3	0.277
1836	REEP2	0.277
1837	AKAP17A	0.276
1838	ATP9A	0.276
1839	WDFY1	0.276
1840	HIPK3	0.276
1841	PARG	0.276
1842	OR2M3	0.276
1843	DDX5	0.276
1844	FAM222B	0.276
1845	OLFM2	0.276
1846	GPR88	0.276
1847	DLX5	0.276
1848	ZIC1	0.276
1849	ELFN2	0.276
1850	FAM134B	0.275
1851	TMEM132D	0.275
1852	RIMS3	0.275
1853	RAB6A	0.275
1854	SGSM2	0.275
1855	WWP1	0.275
1856	SHD	0.275
1857	CELSR2	0.275
1858	BAI1	0.275
1859	AHSA2	0.275
1860	FOXK2	0.275
1861	CAMTA2	0.275
1862	POLR3F	0.275
1863	DUSP7	0.275
1864	LRP6	0.275
1865	FGD4	0.275
1866	ATF7IP	0.275
1867	GATSL2	0.275
1868	STX6	0.274
1869	WSCD2	0.274
1870	TLE1	0.274
1871	ARHGEF2	0.274
1872	NEMF	0.274
1873	MYH10	0.274
1874	SLC16A7	0.274
1875	DKK3	0.274
1876	FAM13A	0.274
1877	BTAF1	0.274
1878	ZNF160	0.274
1879	TAOK2	0.274
1880	KANSL1L	0.274
1881	GTF2A1	0.274
1882	SPATS2	0.274
1883	EEF2K	0.273
1884	ADCY9	0.273
1885	RIMS4	0.273
1886	WDR17	0.273
1887	PPP2R2A	0.273
1888	BAZ2A	0.273
1889	SCAF4	0.273
1890	PRR3	0.273
1891	ACTL6B	0.273
1892	PPP1R16B	0.273
1893	ZDHHC22	0.273
1894	TTC7B	0.273
1895	LRTM2	0.273
1896	TMEM68	0.273
1897	DIXDC1	0.273
1898	GPR176	0.273
1899	KIF21B	0.273
1900	TMEM151B	0.273
1901	SYN3	0.273
1902	FBXL16	0.272
1903	KBTBD11	0.272
1904	GGA3	0.272
1905	PIKFYVE	0.272
1906	DLG3	0.272
1907	VAMP2	0.272
1908	CSTF2T	0.272
1909	OR10G9	0.272
1910	TSPAN7	0.272
1911	MORC3	0.272
1912	PDE4D	0.272
1913	ASXL2	0.272
1914	KBTBD2	0.272
1915	EIF5B	0.272
1916	EIF3A	0.272
1917	RAB11FIP4	0.272
1918	RNF24	0.272
1919	TRIB2	0.272
1920	BTBD7	0.272
1921	SYNDIG1	0.271
1922	APPL1	0.271
1923	SLC25A16	0.271
1924	TMEM245	0.271
1925	SCYL3	0.271
1926	SLC30A3	0.271
1927	PRRT2	0.271
1928	DST	0.271
1929	ORAI2	0.271
1930	UBXN2B	0.271
1931	KLHL1	0.271
1932	IRS1	0.27
1933	LRRC4C	0.27
1934	CEP104	0.27
1935	TTC28	0.27
1936	DIAPH2	0.27
1937	PRKCG	0.27
1938	TTC17	0.27
1939	NDP	0.27
1940	RPS6KA5	0.27
1941	CRTC1	0.27
1942	SRSF5	0.27
1943	RALYL	0.27
1944	GOPC	0.27
1945	ZFYVE9	0.27
1946	NPY5R	0.27
1947	UNC5C	0.269
1948	KCNIP2	0.269
1949	ZFP62	0.269
1950	SENP5	0.269
1951	BRSK1	0.269
1952	TRAM1L1	0.269
1953	FRMD5	0.269
1954	RPH3A	0.269
1955	CNTN2	0.269
1956	APC	0.268
1957	CLMP	0.268
1958	TMCC2	0.268
1959	SNN	0.268
1960	SLC24A4	0.268
1961	GRM2	0.268
1962	DUSP4	0.268
1963	QPCT	0.268
1964	OR1L8	0.268
1965	EXOC8	0.268
1966	PTPRA	0.267
1967	CDC42BPB	0.267
1968	SBF1	0.267
1969	FBXO28	0.267
1970	FAM199X	0.267
1971	RIOK1	0.267
1972	UHMK1	0.267
1973	CCDC41	0.267
1974	IBTK	0.267
1975	MAST4	0.266
1976	SMC5	0.266
1977	LCLAT1	0.266
1978	WIPF3	0.266
1979	CABLES2	0.266
1980	MDN1	0.266
1981	CDKL1	0.266
1982	TAF15	0.266
1983	SLIT1	0.266
1984	CAMK2B	0.266
1985	OR10P1	0.266
1986	STMN4	0.266
1987	DGKD	0.266
1988	CCNL1	0.266
1989	OR2A5	0.266
1990	ASXL1	0.266
1991	ZC3H14	0.265
1992	GLG1	0.265
1993	LPCAT1	0.265
1994	ING3	0.265
1995	CCP110	0.265
1996	CACNA1G	0.265
1997	CLIP4	0.265
1998	TRIM24	0.265
1999	DICER1	0.265
2000	OR2D2	0.265
2001	SEC14L1	0.265
2002	PACS1	0.265
2003	CASKIN1	0.265
2004	GABBR1	0.265
2005	SPATA7	0.265
2006	OR10V1	0.265
2007	NUAK1	0.265
2008	BRPF1	0.265
2009	HS3ST4	0.264
2010	PWWP2A	0.264
2011	FAM188A	0.264
2012	CRKL	0.264
2013	TESK1	0.264
2014	SNX16	0.264
2015	TMED8	0.264
2016	ST8SIA1	0.264
2017	CLIP3	0.264
2018	FEM1C	0.264
2019	SMC6	0.264
2020	GIT2	0.264
2021	MAP3K9	0.263
2022	LARP1	0.263
2023	FAM131A	0.263
2024	PRKCA	0.263
2025	NEURL1B	0.263
2026	PPP1R12B	0.263
2027	TUBGCP4	0.263
2028	HNRNPH1	0.263
2029	MAP7D2	0.263
2030	RTN1	0.263
2031	UGT8	0.263
2032	OR6F1	0.263
2033	RAB22A	0.263
2034	MIER3	0.263
2035	PDE4B	0.263
2036	RNPC3	0.263
2037	LARP4	0.262
2038	NEK4	0.262
2039	PAPD7	0.262
2040	GALNTL6	0.262
2041	HPCA	0.262
2042	LRRN2	0.262
2043	AP1G1	0.262
2044	DIO2	0.262
2045	LY6H	0.262
2046	PRPF40A	0.262
2047	PAPOLA	0.262
2048	GPR119	0.262
2049	PHIP	0.262
2050	TLN2	0.262
2051	OGFRL1	0.262
2052	OLFM1	0.262
2053	CTCF	0.262
2054	MAST1	0.261
2055	PCGF3	0.261
2056	REV1	0.261
2057	OR2AT4	0.261
2058	PPIP5K1	0.261
2059	OR8U1	0.261
2060	BMPER	0.261
2061	IQSEC3	0.261
2062	UBR4	0.261
2063	PACSIN1	0.261
2064	SLAIN2	0.261
2065	KIF5B	0.261
2066	OR5B21	0.261
2067	ZNF248	0.261
2068	ENPP5	0.261
2069	STX1A	0.261
2070	DDN	0.26
2071	ATP1A2	0.26
2072	DMD	0.26
2073	ZDHHC14	0.26
2074	OR6C75	0.26
2075	CRAMP1L	0.26
2076	NHLRC1	0.26
2077	IRF2BPL	0.26
2078	CNTN4	0.26
2079	RAB3C	0.26
2080	AXIN2	0.26
2081	MCM3AP	0.26
2082	ARMCX5	0.26
2083	CDC27	0.26
2084	RBMX	0.26
2085	WDR44	0.26
2086	UBXN2A	0.26
2087	PLK2	0.259
2088	ASAP2	0.259
2089	OR2A2	0.259
2090	RC3H1	0.259
2091	SIPA1L2	0.259
2092	OR5K4	0.259
2093	TDRD3	0.259
2094	TBCK	0.259
2095	PDE1B	0.259
2096	PPP1R1B	0.259
2097	RIOK3	0.259
2098	CDKL3	0.259
2099	SPATA2	0.259
2100	GPCPD1	0.259
2101	SLC16A14	0.259
2102	OR51G2	0.259
2103	NRARP	0.259
2104	YPEL4	0.259
2105	PPP2R5C	0.258
2106	RAP2A	0.258
2107	DOC2B	0.258
2108	GABRD	0.258
2109	VSTM2B	0.258
2110	RUSC2	0.258
2111	CCK	0.258
2112	OR51Q1	0.258
2113	MMP17	0.258
2114	NRGN	0.258
2115	N4BP1	0.258
2116	CADM3	0.258
2117	AQP4	0.258
2118	EPB41L4B	0.258
2119	GPR173	0.258
2120	OR11H6	0.258
2121	COL19A1	0.257
2122	FHOD3	0.257
2123	NTRK3	0.257
2124	DOC2A	0.257
2125	ZFP91	0.257
2126	OR2V2	0.257
2127	TMEM2	0.257
2128	SGK223	0.257
2129	MACROD2	0.257
2130	PPFIA4	0.257
2131	GIT1	0.257
2132	GABRA1	0.257
2133	CAMK2A	0.257
2134	ICA1	0.257
2135	CHSY3	0.257
2136	PPIP5K2	0.257
2137	MARK3	0.256
2138	VSTM5	0.256
2139	RGS20	0.256
2140	KRT222	0.256
2141	RGS11	0.256
2142	ERGIC2	0.256
2143	ZNF207	0.256
2144	NPAT	0.256
2145	SP3	0.256
2146	OR6C74	0.256
2147	CLK1	0.256
2148	ANKRD32	0.256
2149	MTMR3	0.256
2150	EPHA6	0.256
2151	ST3GAL2	0.256
2152	ZBTB44	0.256
2153	S100PBP	0.256
2154	OR9A2	0.256
2155	PALM	0.256
2156	ATP2B2	0.256
2157	EXTL3	0.256
2158	RPS6KA2	0.256
2159	PTCH1	0.255
2160	ITCH	0.255
2161	TMEM229B	0.255
2162	LRFN2	0.255
2163	STRADA	0.255
2164	NAA15	0.255
2165	IPO8	0.255
2166	NUPL1	0.255
2167	TTPAL	0.255
2168	HS6ST1	0.255
2169	KCNMB2	0.255
2170	CNTNAP4	0.255
2171	11-Sep	0.255
2172	GLTSCR1L	0.255
2173	DSTYK	0.255
2174	CAMK2N2	0.255
2175	ZNF398	0.255
2176	ERCC6	0.255
2177	ATP1B2	0.255
2178	TOPORS	0.255
2179	ACSL4	0.255
2180	MAP3K4	0.255
2181	SPOCK1	0.255
2182	OR1N2	0.255
2183	RTN4RL1	0.255
2184	NRN1	0.254
2185	AZIN1	0.254
2186	RIC3	0.254
2187	ARL15	0.254
2188	IPMK	0.254
2189	SETDB1	0.254
2190	C9ORF72	0.254
2191	CAPRIN2	0.254
2192	AFAP1L2	0.254
2193	SLC12A2	0.254
2194	IQSEC1	0.254
2195	DNAL1	0.254
2196	PHTF2	0.254
2197	ADARB1	0.254
2198	HEATR6	0.254
2199	CCDC132	0.254
2200	CSTF2	0.254
2201	PANK1	0.254
2202	ZNF12	0.254
2203	MINK1	0.254
2204	RIPPLY2	0.254
2205	DDX10	0.254
2206	OR51S1	0.254
2207	CAMKK1	0.253
2208	LRRC4B	0.253
2209	OR6K2	0.253
2210	OR52E4	0.253
2211	ZNF24	0.253
2212	LIMK1	0.253
2213	OR5D16	0.253
2214	SAFB2	0.253
2215	INSM1	0.253
2216	DBNDD1	0.253
2217	SLC6A17	0.253
2218	CABIN1	0.253
2219	GRID2	0.253
2220	BZW2	0.253
